timestamp,J1_base,J2_shoulder,J3_elbow,J4_wrist1,J5_wrist2
2022-07-19 18:19:59,-0.062575414776802,2.3356025218963623,-0.0761402289019983,-1.7086871306048792,-0.100208580493927
2022-07-19 18:20:01,-0.0626186206936836,2.3516762256622314,-0.1620515028582971,-1.7075865904437464,-0.1002737060189247
2022-07-19 18:20:04,-0.0625457167625427,2.3606927394866943,-0.3165114561664026,-1.7064040342914026,-0.1002757102251052
2022-07-19 18:20:07,-0.0626139119267463,2.3731472492218018,-0.5829013029681605,-1.7047370115863243,-0.1002252101898193
2022-07-19 18:20:12,-0.0625504851341247,2.379345893859864,-0.8905537764178675,-1.7029555479632776,-0.1001962274312973
2022-07-19 18:20:28,0.0884718894958496,2.048877239227295,-0.8955815474139612,-1.7030051390277308,-0.1002352759242057
2022-07-19 18:20:33,0.0887559130787849,2.0483531951904297,-0.7575200239764612,-1.7032187620746058,-0.1002482324838638
2022-07-19 18:20:34,0.0889159366488456,2.047123432159424,-0.5908902327166956,-1.7041152159320276,-0.1002432629466056
2022-07-19 18:20:38,0.0888066813349723,2.048915147781372,-1.0646966139422815,-1.7032797972308558,-0.1002350896596908
2022-07-19 18:20:41,0.0887402817606926,2.04888916015625,-1.2653573195086878,-1.7022746245013636,-0.1002231165766716
2022-07-19 18:20:47,0.1587720662355423,2.049068689346313,-1.2655733267413538,-1.7022174040423792,-0.100238025188446
2022-07-19 18:20:54,0.1613532900810241,2.04962158203125,-1.1155722776996058,-1.7022231260882776,-0.1002801209688186
2022-07-19 18:20:56,0.161477193236351,2.0488715171813965,-0.91232139268984,-1.7025988737689417,-0.1002639904618263
2022-07-19 18:20:57,0.1614020466804504,2.0483906269073486,-0.7663133780108851,-1.7030566374408167,-0.1003340259194374
2022-07-19 18:20:59,0.1615578830242157,2.047565221786499,-0.5928214232074183,-1.7039721647845667,-0.1002656668424606
2022-07-19 18:21:03,0.4205997884273529,2.0478904247283936,-0.5921333471881312,-1.7040484587298792,-0.1002561599016189
2022-07-19 18:21:07,0.420753926038742,2.0485587120056152,-0.7043784300433558,-1.704006497059957,-0.1002574861049652
2022-07-19 18:21:08,0.4205994009971618,2.049149751663208,-0.8059914747821253,-1.7037432829486292,-0.1002215817570686
2022-07-19 18:21:10,0.4205718636512756,2.049386978149414,-0.8738468329059046,-1.7035391966449185,-0.1002479344606399
2022-07-19 18:21:13,0.420595109462738,2.049889326095581,-0.9960625807391564,-1.7033236662494105,-0.100249670445919
2022-07-19 18:21:25,0.42086061835289,2.270620822906494,-0.6757076422320765,-1.7026103178607386,-0.1002636775374412
2022-07-19 18:21:26,0.4208124876022339,2.270277738571167,-0.5350707213031214,-1.70290977159609,-0.1002489477396011
2022-07-19 18:21:28,0.420853704214096,2.26894760131836,-0.3579142729388636,-1.7040637175189417,-0.1002541556954383
2022-07-19 18:21:30,0.42092365026474,2.265622854232788,-0.1929734388934534,-1.7052825132953089,-0.1002410426735878
2022-07-19 18:21:34,0.4209025502204895,2.4367358684539795,-0.1949408690081995,-1.7050135771380823,-0.1002296134829521
2022-07-19 18:21:39,0.4208965301513672,2.465015411376953,-0.2865880171405237,-1.704721752797262,-0.1002505421638488
2022-07-19 18:21:41,0.4209468364715576,2.464043617248535,-0.0846856276141565,-1.7048781553851526,-0.1002674326300621
2022-07-19 18:21:44,0.4211248755455017,2.4624218940734863,0.0513901710510253,-1.70571738878359,-0.1002644300460815
2022-07-19 18:21:46,0.4212007820606231,2.4439122676849365,0.2207593917846679,-1.7074034849749964,-0.1002599522471427
2022-07-19 18:21:53,0.5903295278549194,2.444866895675659,0.1228632926940918,-1.70742637315859,-0.1002625301480293
2022-07-19 18:21:56,0.5897759795188904,2.44575572013855,0.0778412818908691,-1.707325283681051,-0.1002485752105712
2022-07-19 18:21:58,0.5902359485626221,2.4474730491638184,-0.0825703779803674,-1.7065261046039026,-0.1002476289868354
2022-07-19 18:22:02,0.7109401226043701,2.447526931762696,-0.0872576872455042,-1.7064994017230433,-0.1002951338887214
2022-07-19 18:22:04,0.7108156681060791,2.4479987621307373,-0.036304775868551,-1.7065509001361292,-0.1002449989318847
2022-07-19 18:22:06,0.7108777165412903,2.447628736495972,0.0202760696411132,-1.7065909544574185,-0.1002097576856613
2022-07-19 18:22:15,0.7114469408988953,2.4829251766204834,0.023503303527832,-1.7065051237689417,-0.1002199500799179
2022-07-19 18:22:33,0.7106387615203857,2.2225139141082764,-0.4057267347918909,-1.7063048521624964,-0.1002114117145538
2022-07-19 18:22:35,0.7104594111442566,2.2269248962402344,-0.4612744490252893,-1.7056945005999964,-0.1002700626850128
2022-11-22 15:22:03,-0.6226546168327332,0.5454696416854858,-2.247589413319723,-0.5774977842914026,1.4366511106491089
2022-11-22 15:22:41,-0.6229323148727417,0.7539722323417664,-1.8968361059771937,-0.5777247587787073,1.4366858005523682
2022-12-12 16:37:11,0.8492434024810791,1.797439455986023,-2.055678192769186,0.2537651062011719,1.511536955833435
2022-12-12 16:38:17,0.6344423890113831,1.7563483715057373,-2.2444003264056605,0.4482192993164062,0.4551059007644653
2022-12-12 16:40:20,203.0,77.0,0.0,0.0,0.0
2022-12-12 16:40:25,203.0,77.0,0.0,0.0,0.0
2022-12-12 16:40:30,203.0,77.0,0.0,0.0,0.0
2022-12-12 16:40:34,203.0,77.0,0.0,0.0,0.0
2022-12-12 16:59:24,203.0,77.0,0.0,0.0,0.0
2022-12-12 16:59:27,204.0,78.0,0.0,0.0,0.0
2022-12-12 16:59:28,204.0,78.0,0.0,0.0,0.0
2022-12-12 16:59:35,203.0,77.0,0.0,0.0,0.0
